	GPD_id	Source	GPD_VC	Size	Predicted_phage_taxon	Host_range_isolates	Host_range_taxon	Metagenomic_runs_detected	Continents_detected	Countries_detected	checkV_MIUViG	checkV_completion	checkV_viral_region	checkV_host_region	checkV_prophage	checkV_termini	Novel
100124	uvig_394499	Metagenome	14058	74411	Siphoviridae	GCA_003437255,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR3132183,SRR3132184,SRR3131791,SRR3132210,SRR3132193,SRR3131731,SRR3132087,SRR3132088,SRR3132359,SRR3131790,SRR3132194,SRR3132360,SRR3131730,SRR3132209	North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States	High-quality	100.0	1-41545	41546-74411	Yes	No	Yes
100128	uvig_394512	Metagenome	50327	19400	Siphoviridae	13470_2#84,GCF_000154365,GCF_001078425	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae	SRR3132211,SRR3132005,SRR2047825,SRR3132443,SRR3132345,SRR2047828,ERR589572,SRR3132139,SRR3132191,SRR3131788,ERR1190697	North America,North America,North America,North America,North America,North America,Asia,North America,North America,North America,Asia	United States,United States,United States,United States,United States,United States,China,United States,United States,United States,China	Genome-fragment	40.39	4278-19400	1-4277	Yes	No	Yes
100164	uvig_394647	Metagenome	11641	22087	Siphoviridae	15841_8#87,18048_1#44	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR3131860,SRR3132425,SRR5963275,SRR3132323,SRR5963411	North America,North America,North America,North America,North America	United States,United States,United States,United States,United States	Genome-fragment	60.05	1-22087	-1	No	No	Yes
100179	uvig_394687	Metagenome	6652	30280	Siphoviridae	GCF_000163075	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola	SRR3132051,SRR3132263	North America,North America	United States,United States	Genome-fragment	77.16	1-30280	-1	No	No	Yes
100183	uvig_394698	Metagenome	704	43404	Siphoviridae	GCF_000147295,20298_3#11,GCF_000159275,20298_3#6,14672_4#3	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR3131995	North America	United States	High-quality	96.98	5049-43404	1-5048	Yes	No	No
100201	uvig_394772	Metagenome	15370	23083	Siphoviridae	18048_1#39,15841_8#82	Firmicutes/Clostridia/Clostridiales/Clostridiaceae/Clostridium_P/Clostridium_P perfringens,Firmicutes/Clostridia/Clostridiales/Clostridiaceae/Clostridium_P/Clostridium_P perfringens	SRR3132259,SRR3132081	North America,North America	United States,United States	Genome-fragment	65.33	1-23083	-1	No	No	Yes
100208	uvig_394799	Metagenome	5222	33081	Siphoviridae	15841_8#87,14207_6#5,18048_1#44,GCF_000148225	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR1952474,SRR3132177,SRR3131947,SRR3131967,SRR1159342,SRR3131764,SRR5963407	NA,North America,North America,North America,NA,North America,North America	NA,United States,United States,United States,NA,United States,United States	Genome-fragment	68.09	1-33081	-1	No	No	Yes
100219	uvig_394861	Metagenome	7740	37675	Siphoviridae	18048_1#38,15841_8#81,18048_1#44,18048_1#48,15841_8#87,GCF_000148065,18048_2#48	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR3132487,SRR925275,SRR924973,SRR925121,SRR3132333,SRR925064,SRR953856,SRR3132119,SRR3131975,SRR924940,SRR3132171	North America,NA,NA,NA,North America,NA,NA,North America,North America,NA,North America	United States,NA,NA,NA,United States,NA,NA,United States,United States,NA,United States	High-quality	91.35	1-37675	-1	No	No	Yes
100230	uvig_394910	Metagenome	50407	13938	Siphoviridae	12718_7#12,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR3131979,SRR3132408,SRR3131780,SRR3132310,SRR3132407,SRR3132341,ERR414273,SRR3131758,SRR3131796,SRR3132309	North America,North America,North America,North America,North America,North America,Europe,North America,North America,North America	United States,United States,United States,United States,United States,United States,Denmark,United States,United States,United States	Genome-fragment	35.12	1-13938	-1	No	No	Yes
100235	uvig_394918	Metagenome	11683	41040	Siphoviridae	GCF_000163075,20298_2#20,GCF_000300955,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR3132114,SRR3132113,SRR3132313	North America,North America,North America	United States,United States,United States	Genome-fragment	79.37	1-41040	-1	No	No	Yes
100245	uvig_394940	Metagenome	1846	36147	Siphoviridae	GCF_000163075	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola	SRR3132057,SRR3131808,SRR3132073	North America,North America,North America	United States,United States,United States	Genome-fragment	-1.0	1-36147	-1	No	No	Yes
100251	uvig_394951	Metagenome	2959	122735	Siphoviridae	20298_2#37,21673_4#45,20298_2#38,21673_4#4,15841_8#90,GCF_000178175,20298_2#39,21673_4#26,18048_1#48,21673_4#39,18048_2#48,21673_4#51	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR1039533,SRR3132021,SRR3131728	North America,North America,North America	United States,United States,United States	High-quality	100.0	1-42284,85845-122735	42285-85844	Yes	No	No
100263	uvig_394977	Metagenome	50378	17903	Siphoviridae	GCF_000159275,14672_4#3	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR3132213,SRR3132421,SRR3131931	North America,North America,North America	United States,United States,United States	Genome-fragment	45.5	1-17903	-1	No	No	Yes
100323	uvig_395186	Metagenome	3013	26626	Siphoviridae	GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR3132039,SRR3131820,SRR3131999,SRR3132105	North America,North America,North America,North America	United States,United States,United States,United States	Genome-fragment	72.92	1-26626	-1	No	No	No
100328	uvig_395199	Metagenome	11653	33365	Myoviridae	12718_7#11	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Proteus/Proteus mirabilis	SRR3132401,SRR918118,SRR918634,SRR918425,SRR918252,SRR918174,SRR3131840,SRR918034,SRR918578,SRR918404,SRR918149,SRR4033067,SRR918208,SRR918493,SRR1159312,SRR918426,SRR918635,SRR918642,SRR918346,SRR3131728,SRR918458,SRR3131729,SRR1952473	North America,NA,NA,NA,NA,NA,North America,NA,NA,NA,NA,North America,NA,NA,NA,NA,NA,NA,NA,North America,NA,North America,NA	United States,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,NA,United States,NA,United States,NA	High-quality	93.12	1499-33365	1-1498	Yes	No	Yes
100353	uvig_395268	Metagenome	49868	30323	Myoviridae	GCF_000162355,GCF_000400875,GCF_000523555	Fusobacteriota/Fusobacteriia/Fusobacteriales/Fusobacteriaceae/Fusobacterium/Fusobacterium animalis,Fusobacteriota/Fusobacteriia/Fusobacteriales/Fusobacteriaceae/Fusobacterium/Fusobacterium animalis,Fusobacteriota/Fusobacteriia/Fusobacteriales/Fusobacteriaceae/Fusobacterium/NA	SRR3160444,SRR3160443	North America,North America	United States,United States	Genome-fragment	64.13	1-30323	-1	No	No	Yes
100375	uvig_395310	Metagenome	2408	15530	Siphoviridae	GCF_001078415	Firmicutes/Clostridia/Peptostreptococcales/Peptostreptococcaceae/Intestinibacter/Intestinibacter bartlettii	SRR3160454	North America	United States	Genome-fragment	32.22	1-15530	-1	No	No	Yes
100378	uvig_395322	Metagenome	11694	24846	Siphoviridae	13414_6#11	Firmicutes/Clostridia/Clostridiales/Clostridiaceae/Clostridium/Clostridium saudiense	SRR1952483,SRR1160875,SRR3160454	NA,NA,North America	NA,NA,United States	Genome-fragment	63.08	1-24846	-1	No	No	Yes
100384	uvig_395349	Metagenome	809	23432	Siphoviridae	GCF_000163075,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR3160454	North America	United States	Genome-fragment	57.46	1-23432	-1	No	No	No
100398	uvig_395409	Metagenome	4112	16583	Siphoviridae	13470_2#84	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis	SRR3160439	North America	United States	Genome-fragment	35.28	1-16583	-1	No	No	No
100412	uvig_395442	Metagenome	49936	20937	Siphoviridae	GCA_003464005,GCA_003603295	Firmicutes/Negativicutes/Veillonellales/Veillonellaceae/Veillonella/Veillonella parvula,Firmicutes/Negativicutes/Veillonellales/Veillonellaceae/Veillonella/Veillonella parvula	SRR3160456,SRR3160455	North America,North America	United States,United States	Genome-fragment	50.48	1-20937	-1	No	No	Yes
100427	uvig_395511	Metagenome	2856	35123	Podoviridae	GCA_003439475,GCF_000238715	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR3160456,SRR3160455	North America,North America	United States,United States	Genome-fragment	86.6	1-34816	34817-35123	Yes	No	No
100456	uvig_395591	Metagenome	57709	39882	Siphoviridae	GCF_000163075,20298_2#20	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola	SRR3160460	North America	United States	Genome-fragment	75.48	1-39882	-1	No	No	Yes
100466	uvig_395607	Metagenome	5626	11378	Siphoviridae	GCF_000163075,20298_2#20,GCF_000300955,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	ERR589822,ERR589872,SRR3160454,SRR3160460	Asia,Asia,North America,North America	China,China,United States,United States	Genome-fragment	21.92	1-11378	-1	No	No	Yes
100478	uvig_395659	Metagenome	51	42360	Siphoviridae	GCA_003436545,GCA_003472545,GCF_000154085,GCA_003472575	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	SRR3160453,SRR3160452	North America,North America	United States,United States	High-quality	100.0	1-42360	-1	No	No	No
100516	uvig_395815	Metagenome	1240	21635	Siphoviridae	14207_7#87,GCA_003468475,13470_2#54,13414_6#29	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii	SRR3160453,SRR3160452	North America,North America	United States,United States	Genome-fragment	55.39	1-21635	-1	No	No	No
100529	uvig_395879	Metagenome	49928	47791	Siphoviridae	18391_1#11,GCA_003470165,GCF_000154985	Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus lutetiensis,Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus lutetiensis,Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus infantarius	SRR3160454,SRR3160459,SRR3160457,SRR3160460	North America,North America,North America,North America	United States,United States,United States,United States	Genome-fragment	89.39	14280-47791	1-14279	Yes	No	Yes
100593	uvig_396074	Metagenome	49813	11331	Siphoviridae	GCA_003458535,13414_6#71,GCA_003458815,GCA_003470035	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans	SRR3195484	North America	United States	Genome-fragment	26.89	1-11331	-1	No	No	Yes
100662	uvig_396353	Metagenome	49788	33513	Siphoviridae	20287_6#8	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR6257494,SRR6257512,SRR3506420,SRR6257513,SRR6257491,SRR6257511,SRR6257518,SRR6257515	North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States	Genome-fragment	89.28	1-33513	-1	No	No	Yes
100663	uvig_396357	Metagenome	5220	48738	Myoviridae	GCA_003437255	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR6257509,SRR6257492,SRR6257512,SRR6257489,SRR6257516,SRR3506420,SRR6257490,SRR6257513,SRR6257397,SRR6257396,SRR6257511,SRR6257510,SRR6257517,SRR6257518,SRR6257515,SRR6257514	North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States	High-quality	100.0	1-47389	47390-48738	Yes	No	No
100696	uvig_396429	Metagenome	15473	23306	Siphoviridae	GCF_000163075	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola	SRR6257391,SRR5963340,SRR5963377,SRR5963376,SRR6257448,SRR5963339,SRR5963428,SRR3466404,SRR6257443	North America,North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States,United States	Genome-fragment	66.85	1-23306	-1	No	No	Yes
100697	uvig_396431	Metagenome	49847	15391	Siphoviridae	12718_7#12,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR6257391,SRR6257448,SRR6257442,SRR3466404,SRR6257443	North America,North America,North America,North America,North America	United States,United States,United States,United States,United States	Genome-fragment	39.49	1-15391	-1	No	No	Yes
100719	uvig_396535	Metagenome	49853	13881	Siphoviridae	GCA_003465885	Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus salivarius_C	SRR3506420,SRR6257397,SRR6257396,SRR6257510	North America,North America,North America,North America	United States,United States,United States,United States	Genome-fragment	35.85	1-13881	-1	No	No	Yes
100731	uvig_396590	Metagenome	704	34051	Siphoviridae	15841_8#87,GCF_000159275,18048_1#44,14672_4#3	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR6257494,SRR6257512,SRR3506420,SRR6257513,SRR6257491,SRR6257511,SRR6257518,SRR6257515,SRR6257514	North America,North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States,United States	Genome-fragment	85.77	1-34051	-1	No	No	No
100732	uvig_396591	Metagenome	7740	68740	Siphoviridae	18048_1#38,GCF_000148065,14207_6#5,15841_8#81	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR6257494,SRR6257512,SRR3506420,SRR6257513,SRR6257491,SRR6257511,SRR6257518,SRR6257515,ERR526022	North America,North America,North America,North America,North America,North America,North America,North America,Europe	United States,United States,United States,United States,United States,United States,United States,United States,Denmark	High-quality	100.0	1-68740	-1	No	No	Yes
100754	uvig_396686	Metagenome	836	16416	Siphoviridae	GCA_003466335,GCA_003469145,GCA_003472575,GCA_003474015,GCF_001025195,GCA_003467065,18391_1#7,GCF_000771025,GCA_003472545,GCF_000154085	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium catenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium catenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	SRR6257463,SRR6257468,SRR6257466,SRR6257462,SRR6257467,SRR3546782	North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States	High-quality	97.7	1-16416	-1	No	55-bp-DTR	No
100755	uvig_396693	Metagenome	10424	38377	Siphoviridae	20287_6#8,15841_8#87,18048_1#44	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR6257465,SRR6257376,SRR6257496,SRR6257463,SRR6257380,SRR6257468,SRR6257379,SRR6257377,SRR6257381,SRR6257464,SRR3498909,SRR6257466,SRR6257462,SRR6257467,SRR3546782	North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States	High-quality	100.0	1-38377	-1	No	731-bp-DTR	Yes
100768	uvig_396737	Metagenome	49830	31718	Siphoviridae	18048_1#38,15841_8#81,18048_1#44,15841_8#87,GCF_000148065,GCF_000148225	Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis,Firmicutes/Bacilli/Lactobacillales/Enterococcaceae/Enterococcus/Enterococcus faecalis	SRR6257415,SRR6257413,SRR3506419	North America,North America,North America	United States,United States,United States	Genome-fragment	66.8	1-29442	29443-31718	Yes	No	Yes
100808	uvig_396874	Metagenome	1668	17958	Podoviridae	GCF_000261205,18048_1#77,GCA_003437105,GCA_003457975,GCA_003467905,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	SRR6257376,SRR6257463,SRR6257468,SRR6257381,SRR6257464,SRR6257466,SRR6257462,SRR6257467,SRR6257373,SRR3546782	North America,North America,North America,North America,North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States,United States,United States,United States,United States	High-quality	99.96	1-17958	-1	No	No	No
100816	uvig_396895	Metagenome	1386	35522	Podoviridae	GCA_003439475	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR1779138,SRR6257465,SRR925007,SRR6257391,SRR953963,SRR1779140,SRR925358,SRR925327,SRR1160991,SRR1073823,SRR925291,SRR6257428,SRR1952314,SRR1046187,SRR1166623,SRR6257448,SRR1166590,SRR3546778,SRR1162609,SRR925206,SRR1779137,SRR1161224,SRR1145927,SRR1046292,SRR1779139,SRR6257429,SRR925194,SRR1046242,SRR3466404,SRR1046283,SRR1161018,SRR1779136,SRR925265,SRR1159059,SRR6257443,SRR6257373,SRR3546782,SRR1159938,SRR1779142,SRR1779141,SRR953820,SRR1046169	North America,North America,NA,North America,NA,North America,NA,NA,NA,NA,NA,North America,NA,NA,NA,North America,NA,North America,NA,NA,North America,NA,NA,NA,North America,North America,NA,NA,North America,NA,NA,North America,NA,NA,North America,North America,North America,NA,North America,North America,NA,NA	United States,United States,NA,United States,NA,United States,NA,NA,NA,NA,NA,United States,NA,NA,NA,United States,NA,United States,NA,NA,United States,NA,NA,NA,United States,United States,NA,NA,United States,NA,NA,United States,NA,NA,United States,United States,United States,NA,United States,United States,NA,NA	Genome-fragment	87.31	1-35124	35125-35522	Yes	No	Yes
100817	uvig_396897	Metagenome	11631	29579	Siphoviridae	12718_7#12,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR6257428,SRR3546778,SRR6257429	North America,North America,North America	United States,United States,United States	Genome-fragment	83.95	1-29579	-1	No	No	Yes
100849	uvig_397017	Metagenome	6074	29300	Siphoviridae	20298_3#1	Actinobacteriota/Actinobacteria/Propionibacteriales/Propionibacteriaceae/Cutibacterium/Cutibacterium acnes_A	SRR6257468,SRR3546782	North America,North America	United States,United States	High-quality	99.54	1-29300	-1	No	No	No
